County,County Code,avg_crude_rate,year,crude_rate,aqi_average_ambient_temperature,aqi_nitrogen_dioxide_no2,aqi_outdoor_temperature,aqi_ozone,aqi_pm2_5_local_conditions,aqi_wind_direction_resultant,aqi_wind_speed_resultant,veg_treecover_loss_ha
"Monroe County, MI",26115,75.95294117647057,2011,94.4,10.7721725,,,,9.961017,,,4.0
"Monroe County, MI",26115,75.95294117647057,2012,94.8,12.7241325,,,,9.385833,,,2.0
"Monroe County, MI",26115,75.95294117647057,2013,79.9,9.836421,,50.096098,,8.812932,204.425173,5.399566,2.0
"Monroe County, MI",26115,75.95294117647057,2014,82.7,9.456288,,48.217694,,8.93271,205.6121,5.526267,5.0
"Monroe County, MI",26115,75.95294117647057,2015,98.3,4.615254,,50.748799,,9.245763,194.771563,5.428083,13.0
"Monroe County, MI",26115,75.95294117647057,2016,94.5,3.664103,,53.092779,,7.743333,196.801874,5.053942,10.0
"Muskegon County, MI",26121,97.16470588235292,2000,99.3,9.735043,,50.400748,0.045639,11.49393,192.302273,2.387957,
"Muskegon County, MI",26121,97.16470588235292,2001,102.9,10.684298,,53.15648,0.048714,12.566942,202.12774,2.843955,64.0
"Muskegon County, MI",26121,97.16470588235292,2002,93.8,10.652586,,48.703166,0.050824,12.391379,197.500743,2.864324,70.0
"Muskegon County, MI",26121,97.16470588235292,2003,94.6,9.028571,,46.894509,0.049831,11.861345,199.677931,2.740678,107.0
"Muskegon County, MI",26121,97.16470588235292,2004,92.0,9.065546,,47.331473,0.042451,10.171429,192.695627,2.67775,137.0
"Muskegon County, MI",26121,97.16470588235292,2005,88.1,10.253448,,48.912631,0.051903,12.999138,190.817403,2.370298,87.0
"Muskegon County, MI",26121,97.16470588235292,2006,86.9,6.4375,,49.651856,0.047005,11.1,195.074358,2.422284,173.0
"Muskegon County, MI",26121,97.16470588235292,2007,88.6,9.798276,,49.253995,0.049096,10.50546,195.561644,2.598733,101.0
"Muskegon County, MI",26121,97.16470588235292,2008,96.1,8.838793,,46.924681,0.045637,9.594253,198.290565,2.400194,137.0
"Muskegon County, MI",26121,97.16470588235292,2009,100.1,4.910169,,46.93011,0.043275,9.418079,187.980393,2.9686655,63.0
"Muskegon County, MI",26121,97.16470588235292,2010,95.2,10.418333,,50.037232,0.046836,8.259167,200.2835165,3.4335165,134.0
"Muskegon County, MI",26121,97.16470588235292,2011,103.0,9.393277,,48.365343,0.044,8.408403,190.782992,2.190947,75.0
"Muskegon County, MI",26121,97.16470588235292,2012,97.6,10.595833,,51.168532,0.051601,8.804167,193.558575,2.27367,147.0
"Muskegon County, MI",26121,97.16470588235292,2013,105.7,7.922727,,47.7088,0.046315,8.459091,194.757943,2.820171,102.0
"Muskegon County, MI",26121,97.16470588235292,2014,91.7,,,45.599632,0.044738,,197.743162,3.180395,87.0
"Muskegon County, MI",26121,97.16470588235292,2015,122.2,,,48.757449,0.04568,,186.460638,2.817206,82.0
"Muskegon County, MI",26121,97.16470588235292,2016,94.0,,,50.401198,0.044709,,194.54805,2.597498,166.0
"Oakland County, MI",26125,68.9764705882353,2000,61.0,11.184444,,50.844718,0.039149,15.552222,188.069103,3.929144,
"Oakland County, MI",26125,68.9764705882353,2001,61.1,13.3334695,,55.35088,0.04675,14.984375,198.169712,3.996768,130.0
"Oakland County, MI",26125,68.9764705882353,2002,65.5,7.6531285,,51.9426605,0.049464,15.148889,192.761073,4.188459,77.0
"Oakland County, MI",26125,68.9764705882353,2003,69.1,10.251724,,49.913273,0.043171,14.571552,187.053682,4.081934,78.0
"Oakland County, MI",26125,68.9764705882353,2004,68.2,10.32906,,50.74704,0.043525,12.796581,171.765301,4.05594,92.0
"Oakland County, MI",26125,68.9764705882353,2005,67.8,11.507627,,54.266218,0.047895,15.399153,183.481537,3.495185,87.0
"Oakland County, MI",26125,68.9764705882353,2006,66.5,6.05,,45.3737405,0.043918,12.3875,185.843205,3.0933825,70.0
"Oakland County, MI",26125,68.9764705882353,2007,66.3,10.273729,,52.653232333333335,0.0477265,13.347458,182.91171366666663,3.024099333333333,64.0
"Oakland County, MI",26125,68.9764705882353,2008,69.5,8.533051,,49.02786033333333,0.045749,10.895763,195.81035933333337,3.145242666666667,28.0
"Oakland County, MI",26125,68.9764705882353,2009,67.0,8.471186,,48.91137766666666,0.044246,10.04661,191.3838673333333,3.1133486666666665,19.0
"Oakland County, MI",26125,68.9764705882353,2010,70.4,11.278814,,51.47236466666666,0.046983,9.117797,208.49315366666667,3.1705013333333336,25.0
"Oakland County, MI",26125,68.9764705882353,2011,73.1,10.400847,,51.317627666666674,0.04641,9.161017,195.40133766666668,3.0839916666666665,18.0
"Oakland County, MI",26125,68.9764705882353,2012,69.3,12.354545,,52.77799433333333,0.051094,9.530579,201.365513,2.894219,32.0
"Oakland County, MI",26125,68.9764705882353,2013,74.3,10.008333,,49.42090233333334,0.044121,8.385833,200.48932666666667,3.668589666666667,19.0
"Oakland County, MI",26125,68.9764705882353,2014,74.8,8.894167,,47.892089,0.043989,9.321667,206.28650266666668,3.616426666666667,18.0
"Oakland County, MI",26125,68.9764705882353,2015,76.4,10.35339,,50.581658,0.044897,9.381356,197.779888,3.428214333333333,34.0
"Oakland County, MI",26125,68.9764705882353,2016,72.3,3.139024,,52.51329233333333,0.045765,7.872951,199.185143,3.372007,133.0
"Ottawa County, MI",26139,58.87058823529412,2000,60.8,9.614286,,49.062158,0.044328,13.233613,183.404599,4.602357,
"Ottawa County, MI",26139,58.87058823529412,2001,60.3,9.949138,,50.587396,0.049306,13.856897,195.426025,4.691272,49.0
"Ottawa County, MI",26139,58.87058823529412,2002,58.8,10.177391,,50.082527,0.05047,13.606957,192.699154,4.670464,71.0
"Ottawa County, MI",26139,58.87058823529412,2003,56.4,9.1425,,48.102169,0.048049,12.664167,187.855822,4.29395,27.0
"Ottawa County, MI",26139,58.87058823529412,2004,60.5,9.187179,,48.686277,0.044839,11.337607,185.405746,4.421266,126.0
"Ottawa County, MI",26139,58.87058823529412,2005,51.7,9.536752,,50.063242,0.051586,13.941026,182.14726,3.767317,69.0
"Ottawa County, MI",26139,58.87058823529412,2006,60.5,5.446552,,50.625756,0.047077,12.087671,195.017466,3.814338,268.0
"Ottawa County, MI",26139,58.87058823529412,2007,58.1,9.918889,,50.167257,0.050407,11.681389,194.983902,3.882989,102.0
"Ottawa County, MI",26139,58.87058823529412,2008,55.7,8.629296,,47.730528,0.045392,10.798028,198.975824,3.789748,204.0
"Ottawa County, MI",26139,58.87058823529412,2009,53.6,4.866867,,47.739155,0.041039,10.040964,187.102169,3.663219,89.0
"Ottawa County, MI",26139,58.87058823529412,2010,57.6,10.319167,,50.476305,0.047022,9.141667,198.297705,3.403392,145.0
"Ottawa County, MI",26139,58.87058823529412,2011,63.1,9.4775,,48.960105,0.045027,9.105,187.18027,3.298868,59.0
"Ottawa County, MI",26139,58.87058823529412,2012,51.8,11.222951,,51.983719,0.050071,8.984426,188.053171,3.505932,159.0
"Ottawa County, MI",26139,58.87058823529412,2013,63.6,8.591667,,48.231912,0.046187,8.086667,192.634424,3.741591,68.0
"Ottawa County, MI",26139,58.87058823529412,2014,58.1,,,46.180728,0.045892,,193.718004,4.052963,39.0
"Ottawa County, MI",26139,58.87058823529412,2015,69.3,,,49.451808,0.045057,,186.134155,3.4587924999999995,25.0
"Ottawa County, MI",26139,58.87058823529412,2016,60.9,,,50.613903,0.044883,,189.7449785,3.388199,101.0
"Saginaw County, MI",26145,102.12941176470588,2000,91.4,10.033684,,47.499301,,10.125526,197.105919,5.548345,
"Saginaw County, MI",26145,102.12941176470588,2001,84.0,10.532203,,49.761965,,10.897457500000002,206.545277,5.380557,2.0
"Saginaw County, MI",26145,102.12941176470588,2002,88.4,10.554717,,48.930101,,10.823585,201.708483,5.674019,4.0
"Saginaw County, MI",26145,102.12941176470588,2003,89.1,8.679646,,47.544118,,10.6,192.796252,5.191402,13.0
"Saginaw County, MI",26145,102.12941176470588,2004,83.9,8.288136,,47.248292,,9.572881,194.159836,5.419285,8.0
"Saginaw County, MI",26145,102.12941176470588,2005,95.5,9.025439,,52.791703,,11.714035,191.691968,5.040361,6.0
"St. Clair County, MI",26147,95.98235294117649,2000,87.7,8.867647,,49.127765,0.040084,14.171569,189.686175,5.40106,
"St. Clair County, MI",26147,95.98235294117649,2001,85.2,10.026786,,50.42364,0.046137,13.6390375,195.101852,5.393804,12.0
"St. Clair County, MI",26147,95.98235294117649,2002,84.3,10.290265,,49.640557,0.049328,13.395828,197.35773,5.600422,6.0
"St. Clair County, MI",26147,95.98235294117649,2003,97.9,10.753153,,47.227796,0.040575,14.8997105,192.651864,4.274471,6.0
"St. Clair County, MI",26147,95.98235294117649,2004,77.2,9.552679,,48.193243,0.038989,12.082143,191.203401,4.503123,19.0
"St. Clair County, MI",26147,95.98235294117649,2005,80.9,9.165455,,51.874127,0.046847,15.046847,190.585454,4.839795,9.0
"St. Clair County, MI",26147,95.98235294117649,2006,81.4,4.386885,,50.565297,0.042366,12.739474,196.824087,4.948288,7.0
"St. Clair County, MI",26147,95.98235294117649,2007,91.9,9.455172,,49.684475,0.045678,12.475862,194.44663,5.08331,20.0
"St. Clair County, MI",26147,95.98235294117649,2008,83.2,10.454325,,48.480565,0.043038,11.105085,201.32657,5.059695,7.0
"St. Clair County, MI",26147,95.98235294117649,2009,98.8,8.8252565,,48.029412,0.040725,9.613675,193.110081,4.644948,12.0
"St. Clair County, MI",26147,95.98235294117649,2010,86.5,10.214196,,50.491781,0.045093,8.947899,199.828767,4.855502,12.0
"St. Clair County, MI",26147,95.98235294117649,2011,115.1,9.375193,,49.637467,0.042945,9.146281,191.014059,5.207943,12.0
"St. Clair County, MI",26147,95.98235294117649,2012,102.8,11.420372,,52.054167,0.046809,9.371901,196.847801,5.38015,17.0
"St. Clair County, MI",26147,95.98235294117649,2013,127.3,8.8737705,,48.728503,0.04211,8.440164,201.152458,5.221966,15.0
"St. Clair County, MI",26147,95.98235294117649,2014,113.0,7.755191,,47.079702,0.042874,9.395833,203.490141,5.423639,18.0
"St. Clair County, MI",26147,95.98235294117649,2015,119.5,3.0663865,,48.900212,0.046017,9.543697,192.881604,5.610841,13.0
"St. Clair County, MI",26147,95.98235294117649,2016,99.0,1.421951,,38.70897833333333,0.042602,7.77541,218.76201433333333,6.040336,28.0
"Schoolcraft County, MI",26153,168.03333333333333,2002,147.4,6.035039,,42.727345,0.04392,,200.93795,5.168289,824.0
"Schoolcraft County, MI",26153,168.03333333333333,2003,237.4,-8.985714,,41.554817,0.046402,,195.445641,4.881304,646.0
"Schoolcraft County, MI",26153,168.03333333333333,2004,212.0,,,41.64385,0.041464,,201.173361,5.234311,848.0
"Schoolcraft County, MI",26153,168.03333333333333,2005,157.2,,,43.937807,0.045139,,192.371861,4.526443,793.0
"Schoolcraft County, MI",26153,168.03333333333333,2006,190.0,,,44.758053,0.043195,,201.014051,4.876502,835.0
"Schoolcraft County, MI",26153,168.03333333333333,2007,147.3,,,43.792028,0.04433,,200.772841,5.252638,505.0
"Schoolcraft County, MI",26153,168.03333333333333,2008,118.0,,,41.327533,0.039508,,204.639038,5.006115,1191.0
"Schoolcraft County, MI",26153,168.03333333333333,2009,,,,41.003654,0.037268,,198.156825,4.673163,1526.0
"Schoolcraft County, MI",26153,168.03333333333333,2010,165.0,,,45.106621,0.041536,,204.419292,5.286781,940.0
"Schoolcraft County, MI",26153,168.03333333333333,2011,176.9,,,43.175712,0.040654,,194.62463,4.815195,960.0
"Schoolcraft County, MI",26153,168.03333333333333,2012,143.6,,,45.819863,0.043955,,202.77486,5.244391,1049.0
"Schoolcraft County, MI",26153,168.03333333333333,2013,145.5,,,41.045455,0.042475,,204.273669,5.681453,917.0
"Schoolcraft County, MI",26153,168.03333333333333,2014,183.8,,,39.086122,0.041489,,203.003334,5.402093,1045.0
"Schoolcraft County, MI",26153,168.03333333333333,2015,,,,42.548006,0.041596,,199.895829,5.596333,1263.0
"Schoolcraft County, MI",26153,168.03333333333333,2016,125.0,,,45.147052,0.042,,196.268053,5.381616,1079.0
"Tuscola County, MI",26157,97.06470588235294,2000,91.0,,,,0.044222,,,,
"Tuscola County, MI",26157,97.06470588235294,2001,77.3,,,,0.047574,,,,22.0
"Tuscola County, MI",26157,97.06470588235294,2002,91.1,,,,0.047794,,,,9.0
"Tuscola County, MI",26157,97.06470588235294,2003,99.3,,,,0.045247,,,,9.0
"Tuscola County, MI",26157,97.06470588235294,2004,75.6,,,,0.043958,,,,8.0
"Tuscola County, MI",26157,97.06470588235294,2005,98.5,,,,0.048458,,,,12.0
"Tuscola County, MI",26157,97.06470588235294,2006,74.8,,,,0.045088,,,,23.0
"Tuscola County, MI",26157,97.06470588235294,2007,91.0,,,,0.049637,,,,28.0
"Tuscola County, MI",26157,97.06470588235294,2008,76.1,,,,0.046104,,,,36.0
"Tuscola County, MI",26157,97.06470588235294,2009,109.1,,,,0.041051,,,,21.0
"Tuscola County, MI",26157,97.06470588235294,2010,95.1,,,,0.045073,,,,62.0
"Tuscola County, MI",26157,97.06470588235294,2011,86.7,,,,0.043779,,,,23.0
"Tuscola County, MI",26157,97.06470588235294,2012,137.1,,,,0.048818,,,,22.0
"Tuscola County, MI",26157,97.06470588235294,2013,130.9,,,,0.0437,,,,24.0
"Tuscola County, MI",26157,97.06470588235294,2014,103.7,,,,0.041183,,,,32.0
"Tuscola County, MI",26157,97.06470588235294,2015,102.2,,,,0.042587,,,,61.0
"Tuscola County, MI",26157,97.06470588235294,2016,110.6,,,,0.043283,,,,57.0
"Washtenaw County, MI",26161,50.78823529411765,2000,55.4,10.885662,,53.858888,0.046601,13.578125,193.511815,4.147355,
"Washtenaw County, MI",26161,50.78823529411765,2001,51.4,11.1443195,,51.612215,0.049781,13.937212,205.251941,4.269977,13.0
"Washtenaw County, MI",26161,50.78823529411765,2002,52.3,10.472904,,50.93539,0.05134925,13.77509,188.448972,4.915932,12.0
"Washtenaw County, MI",26161,50.78823529411765,2003,49.1,11.668730666666669,,49.051024,0.0478895,14.309113333333334,186.269283,3.684145,19.0
"Washtenaw County, MI",26161,50.78823529411765,2004,52.1,10.071192333333334,,49.795286,0.044146,11.572103,195.946905,4.287115,10.0
"Washtenaw County, MI",26161,50.78823529411765,2005,47.3,10.766398,,50.910025,0.0496955,15.094028,191.671843,4.00314,29.0
"Washtenaw County, MI",26161,50.78823529411765,2006,43.6,10.1112595,,52.009932,0.046785,12.966277,200.429224,3.766381,2.0
"Washtenaw County, MI",26161,50.78823529411765,2007,46.6,11.1567105,,51.235616,0.0466965,13.669456,195.679622,3.915177,23.0
"Washtenaw County, MI",26161,50.78823529411765,2008,56.8,7.7538605,,49.660861,0.045402,12.1251245,202.071266,4.001651,7.0
"Washtenaw County, MI",26161,50.78823529411765,2009,49.2,10.298333,,49.531164,0.043024,9.7975145,194.943493,3.8046,5.0
"Washtenaw County, MI",26161,50.78823529411765,2010,45.2,11.595763,,51.877313,0.0456305,9.3614405,208.745259,3.615707,6.0
"Washtenaw County, MI",26161,50.78823529411765,2011,50.4,10.690517,,50.700195,0.0448729999999999,9.126388,194.378204,3.690781,7.0
"Washtenaw County, MI",26161,50.78823529411765,2012,50.7,12.594118,,53.753793,0.050943,9.55,198.587816,4.078218,20.0
"Washtenaw County, MI",26161,50.78823529411765,2013,52.5,10.55641,,50.334726,0.0442125,8.9159115,198.105617,4.293164,19.0
"Washtenaw County, MI",26161,50.78823529411765,2014,58.5,9.224167,,48.447547,0.044342,9.5115665,203.502336,4.212664,4.0
"Washtenaw County, MI",26161,50.78823529411765,2015,54.3,11.908621,,50.777405,0.0439554999999999,9.25844,192.138789,3.986677,1.0
"Washtenaw County, MI",26161,50.78823529411765,2016,48.0,3.425581,,53.184455,0.0445175,7.9488145,192.386908,3.927594,11.0
"Wayne County, MI",26163,79.94117647058823,2000,75.6,8.545798125,38.627459,51.221380333333336,0.039956,16.531199375,,,
"Wayne County, MI",26163,79.94117647058823,2001,73.5,11.895954,39.280218,51.8425105,0.0459956666666666,16.867484375,204.814891,5.501844,65.0
"Wayne County, MI",26163,79.94117647058823,2002,77.3,11.1260629,35.829622,51.34322225,0.0450869999999999,16.13753775,,,22.0
"Wayne County, MI",26163,79.94117647058823,2003,71.0,10.045532222222224,36.201772,50.8479155,0.0442636666666666,16.1106945,184.973036,4.161732,30.0
"Wayne County, MI",26163,79.94117647058823,2004,74.7,9.041229,30.825243,52.63756383333333,0.0374083333333333,15.739820444444446,188.8987383333333,4.605596666666667,25.0
"Wayne County, MI",26163,79.94117647058823,2005,76.0,11.086083545454544,33.6853345,53.385441625,0.0462233333333333,16.4488865,187.8114365,4.4535332,66.0
"Wayne County, MI",26163,79.94117647058823,2006,69.3,8.472614818181817,28.4394165,51.886177333333336,0.04144925,13.4964402,196.31611442857144,4.463019142857143,2.0
"Wayne County, MI",26163,79.94117647058823,2007,78.5,11.325228727272728,28.247966,51.68717788888889,0.0469235,14.071557099999998,190.58617222222225,4.557642555555556,19.0
"Wayne County, MI",26163,79.94117647058823,2008,87.1,10.079598833333334,26.752113,50.11861622222222,0.0439685,12.0611123,200.1776745555556,4.701028555555556,13.0
"Wayne County, MI",26163,79.94117647058823,2009,77.7,9.763842666666667,26.629121,49.89401444444445,0.0413635,10.7174726,189.3209029,4.7314633,3.0
"Wayne County, MI",26163,79.94117647058823,2010,76.3,11.393777583333334,25.729107,52.20902333333333,0.0455345,9.8430533125,202.0293347,4.866,8.0
"Wayne County, MI",26163,79.94117647058823,2011,80.5,10.445445666666666,27.789554666666664,50.60121955555556,0.0440145,9.934256363636363,191.07902044444444,4.318092777777778,12.0
"Wayne County, MI",26163,79.94117647058823,2012,80.0,12.5796865,26.645381,51.47949033333333,0.0477922499999999,10.084072863636363,194.9832276923077,4.438819230769231,28.0
"Wayne County, MI",26163,79.94117647058823,2013,92.1,9.589541833333334,25.54101266666667,48.529506833333336,0.043279,9.626226727272726,201.4376290769231,4.950731076923077,22.0
"Wayne County, MI",26163,79.94117647058823,2014,89.0,9.314117363636363,26.083823666666664,48.69877472727273,0.0432795,10.4415794,199.68270466666664,4.883226,2.0
"Wayne County, MI",26163,79.94117647058823,2015,92.3,10.947454916666668,25.1230445,51.21794236363637,0.0450545,10.19507890909091,193.2131425833333,4.784773333333333,5.0
"Wayne County, MI",26163,79.94117647058823,2016,88.1,5.354866416666667,23.80688333333333,53.11825281818182,0.04315975,9.273463916666666,196.0535455,4.73401325,14.0
"Wexford County, MI",26165,109.5470588235294,2001,90.8,,,,0.048394,,,,371.0
"Wexford County, MI",26165,109.5470588235294,2002,145.1,,,,0.0502014999999999,,,,458.0
"Wexford County, MI",26165,109.5470588235294,2003,114.3,,,,0.048376,,,,236.0
"Wexford County, MI",26165,109.5470588235294,2004,110.1,,,,0.044376,,,,432.0
"Wexford County, MI",26165,109.5470588235294,2005,114.7,,,,0.047836,,,,354.0
"Wexford County, MI",26165,109.5470588235294,2006,114.0,,,,0.045271,,,,339.0
"Wexford County, MI",26165,109.5470588235294,2007,64.3,,,,0.048316,,,,304.0
"Wexford County, MI",26165,109.5470588235294,2008,103.8,,,,0.046192,,,,596.0
"Wexford County, MI",26165,109.5470588235294,2009,104.1,,,,0.0388224999999999,,,,695.0
"Wexford County, MI",26165,109.5470588235294,2010,100.8,,,,0.041691,,,,605.0
"Wexford County, MI",26165,109.5470588235294,2011,110.2,,,,0.04186025,,,,404.0
"Wexford County, MI",26165,109.5470588235294,2012,85.9,,,,0.0439139999999999,,,,597.0
"Wexford County, MI",26165,109.5470588235294,2013,119.9,,,,0.043529,,,,473.0
"Wexford County, MI",26165,109.5470588235294,2014,91.2,,,,0.041757,,,,518.0
"Wexford County, MI",26165,109.5470588235294,2015,142.6,,,,0.042328,,,,359.0
"Wexford County, MI",26165,109.5470588235294,2016,135.7,,,,0.042421,,,,390.0
"Anoka County, MN",27003,44.67647058823529,2000,42.3,,,,0.041289,,,,
"Anoka County, MN",27003,44.67647058823529,2001,42.0,,,,0.041869,,,,48.0
"Anoka County, MN",27003,44.67647058823529,2002,40.8,,,,0.043634,,,,20.0
"Anoka County, MN",27003,44.67647058823529,2003,41.0,,27.333333,,0.0453864999999999,,,,19.0
"Anoka County, MN",27003,44.67647058823529,2004,38.8,,23.799451,,0.0391409999999999,,,,32.0
"Anoka County, MN",27003,44.67647058823529,2005,41.9,,23.8125,,0.0436234999999999,,,,47.0
"Anoka County, MN",27003,44.67647058823529,2006,31.2,,21.571429,,0.043917,,,,54.0
"Anoka County, MN",27003,44.67647058823529,2007,37.8,,21.393939,,0.039097,,,,42.0
"Anoka County, MN",27003,44.67647058823529,2008,42.5,,21.533141,,0.038687,,,,56.0
"Anoka County, MN",27003,44.67647058823529,2009,36.1,,18.256198,,0.0412795,,,,14.0
"Anoka County, MN",27003,44.67647058823529,2010,45.6,9.224561,21.355932,,0.041038,8.107018,,,23.0
"Anoka County, MN",27003,44.67647058823529,2011,52.9,7.227353499999999,19.370262,44.86525,0.040143,8.57951625,221.843392,7.95337,6.0
"Anoka County, MN",27003,44.67647058823529,2012,47.9,9.2593445,18.546243,49.021415,0.0432963333333333,8.0059055,195.229571,3.639017,16.0
"Anoka County, MN",27003,44.67647058823529,2013,57.2,6.374052000000001,17.412742,37.795669,0.040472,7.745513000000001,194.194773,4.0141,12.0
"Anoka County, MN",27003,44.67647058823529,2014,54.2,6.0394915000000005,18.342541,,0.0378685,7.422033499999999,202.322953,3.967269,51.0
"Anoka County, MN",27003,44.67647058823529,2015,56.4,9.8318745,16.058671,,0.03931,6.0896095,151.864736,2.905315,25.0
"Anoka County, MN",27003,44.67647058823529,2016,50.9,10.44817575,15.119337,,0.035834,6.264947,196.234368,3.541043,24.0
"Becker County, MN",27005,95.03529411764706,2005,78.7,,,,0.044705,,,,371.0
"Becker County, MN",27005,95.03529411764706,2006,87.3,,,,0.047379,,,,473.0
"Becker County, MN",27005,95.03529411764706,2007,77.8,,,,0.041421,,,,858.0
"Becker County, MN",27005,95.03529411764706,2008,99.2,,,,0.041661,,,,436.0
"Becker County, MN",27005,95.03529411764706,2009,101.8,,,,0.039373,,,,215.0
"Becker County, MN",27005,95.03529411764706,2010,129.2,,,,0.038872,,,,405.0
"Becker County, MN",27005,95.03529411764706,2011,94.5,,,,0.037502,,,,364.0
"Becker County, MN",27005,95.03529411764706,2012,78.7,,,,0.041743,,,,383.0
"Becker County, MN",27005,95.03529411764706,2013,117.2,,,,0.040921,6.12226,,,279.0
"Becker County, MN",27005,95.03529411764706,2014,78.0,,,,0.037404,6.93815,,,542.0
"Becker County, MN",27005,95.03529411764706,2015,122.4,,,,0.04041,5.548424,,,360.0
"Becker County, MN",27005,95.03529411764706,2016,77.1,,,,0.034679,3.751124,,,521.0
"Beltrami County, MN",27007,81.81176470588237,2010,74.3,,,,,,203.867986,5.795324,1699.0
"Beltrami County, MN",27007,81.81176470588237,2011,93.1,,,,,,200.223222,5.2589835,916.0
"Beltrami County, MN",27007,81.81176470588237,2012,92.9,,,,,,181.296036,5.321387,2335.0
"Beltrami County, MN",27007,81.81176470588237,2014,105.1,,,,,5.142045,,,1617.0
"Beltrami County, MN",27007,81.81176470588237,2015,100.7,,,,,5.033425,,,1766.0
"Beltrami County, MN",27007,81.81176470588237,2016,75.9,,,,,4.943855,,,1770.0
"Carlton County, MN",27017,91.30588235294115,2000,104.2,,,34.119382,,,,,
"Carlton County, MN",27017,91.30588235294115,2001,84.1,,,,0.029992,,,,914.0
"Carlton County, MN",27017,91.30588235294115,2002,103.8,,6.768,,0.035993,,,,518.0
"Carlton County, MN",27017,91.30588235294115,2003,75.0,,9.278146,,0.040299,,,,333.0
"Carlton County, MN",27017,91.30588235294115,2004,73.6,,6.699422,,0.034862,,,,964.0
"Carlton County, MN",27017,91.30588235294115,2005,104.8,,,,0.039679,,,,581.0
"Carlton County, MN",27017,91.30588235294115,2006,84.0,,,,0.036382,,,,790.0
"Carlton County, MN",27017,91.30588235294115,2007,63.6,,,,0.037711,,,,826.0
"Carlton County, MN",27017,91.30588235294115,2008,122.9,,,,0.035824,,,,757.0
"Carlton County, MN",27017,91.30588235294115,2009,79.4,,,,0.036116,,,,717.0
"Carlton County, MN",27017,91.30588235294115,2010,98.9,,4.912329,,0.036086,,,,858.0
"Carlton County, MN",27017,91.30588235294115,2011,64.8,,,,0.034488,,,,479.0
"Carlton County, MN",27017,91.30588235294115,2012,76.5,,,,0.036159,,,,582.0
"Carlton County, MN",27017,91.30588235294115,2013,101.8,,,,0.035478,,,,289.0
"Carlton County, MN",27017,91.30588235294115,2014,112.8,,,,0.033697,,,,615.0
"Carlton County, MN",27017,91.30588235294115,2015,106.9,,,,0.037104,6.632124,,,544.0
"Carlton County, MN",27017,91.30588235294115,2016,95.1,,,,0.031311,5.10977,,,581.0
"Cass County, MN",27021,92.4529411764706,2003,96.4,6.121846,,,,5.8519795000000006,,,1226.0
"Cass County, MN",27021,92.4529411764706,2004,77.6,5.5715955,,,,5.950772000000001,,,1470.0
"Cass County, MN",27021,92.4529411764706,2005,87.2,5.9637255,,,,5.432593000000001,,,1354.0
"Cass County, MN",27021,92.4529411764706,2006,55.6,5.9885495,,,,6.0705355,,,1534.0
"Cass County, MN",27021,92.4529411764706,2007,101.1,4.960478,,,,5.364289,,,1989.0
"Cass County, MN",27021,92.4529411764706,2008,94.0,1.9475965,,,,4.7452695,,,2501.0
"Cass County, MN",27021,92.4529411764706,2009,112.3,-11.4173075,,,,3.5576925,,,1121.0
"Cass County, MN",27021,92.4529411764706,2010,73.5,10.5255555,,,,4.7222225,,,2226.0
"Cass County, MN",27021,92.4529411764706,2011,52.8,4.58569,,,,4.9232510000000005,246.391715,1.859102,1632.0
"Cass County, MN",27021,92.4529411764706,2012,91.5,4.2875965,,,,4.125,271.471552,2.520259,1866.0
"Crow Wing County, MN",27035,85.33529411764707,2000,90.7,-11.7,,,,14.933333,,,
"Crow Wing County, MN",27035,85.33529411764707,2001,73.2,5.171429,,,,9.174286,,,660.0
"Crow Wing County, MN",27035,85.33529411764707,2004,74.8,,,,0.039587,,,,642.0
"Crow Wing County, MN",27035,85.33529411764707,2005,90.6,,,,0.043293,,,,523.0
"Crow Wing County, MN",27035,85.33529411764707,2006,69.2,,,,0.046948,,,,622.0
"Crow Wing County, MN",27035,85.33529411764707,2007,69.9,,,,0.041971,,,,592.0
"Crow Wing County, MN",27035,85.33529411764707,2008,86.8,,,,0.042352,,,,740.0
"Crow Wing County, MN",27035,85.33529411764707,2009,85.1,,,,0.039994,,,,507.0
"Crow Wing County, MN",27035,85.33529411764707,2010,68.8,,,,0.039347,,,,624.0
"Crow Wing County, MN",27035,85.33529411764707,2011,86.2,,,,0.039865,,,,430.0
"Crow Wing County, MN",27035,85.33529411764707,2012,97.0,,,,0.039651,,,,654.0
"Crow Wing County, MN",27035,85.33529411764707,2013,101.4,,,,0.038817,3.99916,,,267.0
"Crow Wing County, MN",27035,85.33529411764707,2014,96.4,,,,0.03508,5.103977,,,611.0
"Crow Wing County, MN",27035,85.33529411764707,2015,94.6,,,,0.038991,6.24136,,,775.0
"Crow Wing County, MN",27035,85.33529411764707,2016,109.5,,,,0.035147,5.888,,,849.0
"Dakota County, MN",27037,42.41176470588236,2000,38.2,4.094681,21.2448125,46.298077500000005,0.041903,12.7709045,,,
"Dakota County, MN",27037,42.41176470588236,2001,39.3,10.541191333333332,20.5464415,44.9367805,0.042944,9.673591333333333,,,10.0
"Dakota County, MN",27037,42.41176470588236,2002,42.4,8.594685,17.974852,45.214211,0.043801,9.878918,,,10.0
"Dakota County, MN",27037,42.41176470588236,2003,44.1,1.8358036666666664,19.5162065,45.894739,0.045693,8.517105333333333,,,12.0
